Sales Person,Country,Product,Date,Amount,Boxes Shipped,Sales_Category
Roddy Speechley,Australia,Almond Choco,24/06/2022,4466.0,74,Low
Van Tuxwell,USA,Caramel Stuffed Bars,14/02/2022,987.0,21,Low
Camilla Castle,Australia,99% Dark & Pure,18/01/2022,4669.0,101,Low
Kaine Padly,India,Milk Bars,02/05/2022,2905.0,91,Low
Ches Bonnell,Australia,Smooth Sliky Salty,16/05/2022,7490.0,54,High
Mallorie Waber,USA,Almond Choco,28/01/2022,6986.0,368,High
Kaine Padly,Canada,99% Dark & Pure,24/06/2022,1288.0,409,Low
Oby Sorrel,UK,After Nines,18/07/2022,2345.0,104,Low
Gunar Cockshoot,UK,Eclairs,13/04/2022,3619.0,164,Low
Dotty Strutley,USA,Caramel Stuffed Bars,15/04/2022,16982.0,76,High
Jan Morforth,India,Peanut Butter Cubes,04/01/2022,8092.0,178,High
Husein Augar,Australia,Eclairs,04/07/2022,6993.0,31,High
Beverie Moffet,USA,Smooth Sliky Salty,24/03/2022,2317.0,352,Low
Camilla Castle,Australia,Manuka Honey Choco,17/03/2022,637.0,169,Low
Oby Sorrel,Australia,Almond Choco,15/02/2022,6034.0,223,High
Jan Morforth,USA,Orange Choco,29/06/2022,980.0,146,Low
Gigi Bohling,USA,Fruit & Nut Bars,24/05/2022,2821.0,112,Low
Mallorie Waber,UK,Milk Bars,10/01/2022,3563.0,284,Low
Curtice Advani,USA,Raspberry Choco,15/03/2022,2996.0,139,Low
Marney O'Breen,Canada,Milk Bars,08/02/2022,2436.0,309,Low
Brien Boise,India,Caramel Stuffed Bars,25/02/2022,1540.0,100,Low
Gunar Cockshoot,USA,Eclairs,03/05/2022,6916.0,42,High
Roddy Speechley,USA,Fruit & Nut Bars,14/06/2022,5509.0,24,High
Gunar Cockshoot,India,50% Dark Bites,09/08/2022,12992.0,83,High
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/07/2022,3724.0,234,Low
Kaine Padly,UK,Manuka Honey Choco,14/01/2022,7133.0,118,High
Van Tuxwell,Canada,Manuka Honey Choco,24/02/2022,8617.0,46,High
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2022,9198.0,144,High
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2022,11823.0,47,High
Dennison Crosswaite,Australia,Organic Choco Syrup,10/05/2022,5775.0,41,High
Marney O'Breen,Australia,Spicy Special Slims,23/06/2022,13125.0,275,High
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2022,14287.0,370,High
Brien Boise,USA,Organic Choco Syrup,25/05/2022,16233.0,138,High
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2022,5313.0,215,High
Van Tuxwell,UK,85% Dark Bars,11/07/2022,3577.0,134,Low
Marney O'Breen,Canada,Spicy Special Slims,03/01/2022,3528.0,336,Low
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2022,679.0,280,Low
Beverie Moffet,USA,50% Dark Bites,28/07/2022,2450.0,352,Low
Brien Boise,USA,Mint Chip Choco,25/05/2022,10577.0,150,High
Karlen McCaffrey,New Zealand,Eclairs,06/05/2022,2597.0,177,Low
Barr Faughny,India,Drinking Coco,28/01/2022,2219.0,142,Low
Marney O'Breen,UK,Orange Choco,06/06/2022,11319.0,12,High
Brien Boise,New Zealand,Baker's Choco Chips,12/07/2022,5978.0,24,High
Ches Bonnell,Canada,Spicy Special Slims,05/08/2022,5327.0,183,High
Brien Boise,USA,Orange Choco,28/01/2022,6020.0,147,High
Kaine Padly,India,Spicy Special Slims,31/08/2022,5614.0,137,High
Mallorie Waber,USA,50% Dark Bites,19/04/2022,1736.0,13,Low
Mallorie Waber,UK,Mint Chip Choco,29/06/2022,6384.0,2,High
Beverie Moffet,India,Choco Coated Almonds,24/02/2022,3577.0,261,Low
Madelene Upcott,UK,Smooth Sliky Salty,04/03/2022,14539.0,84,High
Gigi Bohling,India,Eclairs,21/06/2022,3493.0,68,Low
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2022,994.0,105,Low
Oby Sorrel,New Zealand,White Choc,10/06/2022,4361.0,40,Low
Andria Kimpton,UK,Drinking Coco,23/05/2022,1554.0,65,Low
Kelci Walkden,India,Milk Bars,15/04/2022,966.0,107,Low
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2022,5334.0,227,High
Andria Kimpton,New Zealand,Organic Choco Syrup,04/03/2022,4935.0,39,Low
Barr Faughny,New Zealand,After Nines,19/04/2022,10024.0,84,High
Beverie Moffet,UK,Almond Choco,16/05/2022,2506.0,100,Low
Oby Sorrel,Australia,Raspberry Choco,17/02/2022,1043.0,120,Low
Dennison Crosswaite,USA,Raspberry Choco,18/01/2022,6524.0,257,High
Roddy Speechley,Canada,Orange Choco,09/02/2022,8148.0,85,High
Mallorie Waber,Canada,Orange Choco,23/03/2022,3577.0,178,Low
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01/02/2022,3374.0,151,Low
Mallorie Waber,India,Drinking Coco,07/03/2022,3948.0,142,Low
Ches Bonnell,UK,White Choc,03/01/2022,3269.0,226,Low
Ches Bonnell,USA,White Choc,11/02/2022,5271.0,341,High
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2022,4571.0,140,Low
Dotty Strutley,India,White Choc,15/08/2022,12327.0,330,High
Gigi Bohling,India,Manuka Honey Choco,12/05/2022,4935.0,73,Low
Van Tuxwell,India,Spicy Special Slims,11/04/2022,6167.0,4,High
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2022,18340.0,285,High
Dotty Strutley,New Zealand,White Choc,15/06/2022,7014.0,60,High
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01/08/2022,7119.0,101,High
Kaine Padly,USA,Milk Bars,15/06/2022,15491.0,58,High
Brien Boise,India,After Nines,16/06/2022,5747.0,45,High
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2022,4550.0,281,Low
Dennison Crosswaite,USA,Drinking Coco,10/05/2022,2191.0,138,Low
Oby Sorrel,India,Eclairs,25/08/2022,5663.0,322,High
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2022,7623.0,85,High
Gigi Bohling,UK,Baker's Choco Chips,16/05/2022,9023.0,409,High
Jan Morforth,Australia,50% Dark Bites,14/06/2022,3402.0,182,Low
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2022,10507.0,467,High
Ches Bonnell,USA,Organic Choco Syrup,28/07/2022,7721.0,14,High
Brien Boise,Canada,Mint Chip Choco,28/01/2022,5033.0,178,High
Kaine Padly,UK,Orange Choco,29/06/2022,1960.0,191,Low
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2022,238.0,317,Low
Gunar Cockshoot,Canada,Mint Chip Choco,01/07/2022,7756.0,410,High
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2022,1736.0,137,Low
Curtice Advani,Canada,Smooth Sliky Salty,01/08/2022,2660.0,12,Low
Oby Sorrel,Australia,Milk Bars,21/06/2022,7672.0,254,High
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2022,11564.0,24,High
Gigi Bohling,UK,Milk Bars,17/05/2022,1365.0,232,Low
Andria Kimpton,Australia,85% Dark Bars,23/08/2022,4186.0,233,Low
Camilla Castle,Australia,Smooth Sliky Salty,03/03/2022,7406.0,118,High
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2022,8911.0,543,High
Karlen McCaffrey,USA,Drinking Coco,29/06/2022,112.0,223,Low
Andria Kimpton,Canada,Organic Choco Syrup,04/01/2022,8204.0,204,High
Jehu Rudeforth,Australia,Drinking Coco,14/01/2022,2611.0,65,Low
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2022,15652.0,53,High
Curtice Advani,New Zealand,Spicy Special Slims,10/01/2022,4074.0,469,Low
Madelene Upcott,USA,White Choc,04/05/2022,12250.0,213,High
Andria Kimpton,USA,Spicy Special Slims,23/05/2022,2366.0,5,Low
Barr Faughny,New Zealand,Fruit & Nut Bars,26/04/2022,1687.0,147,Low
Oby Sorrel,Canada,Organic Choco Syrup,05/07/2022,1232.0,74,Low
Madelene Upcott,UK,Organic Choco Syrup,21/07/2022,6965.0,163,High
Dotty Strutley,USA,Mint Chip Choco,21/02/2022,5292.0,248,High
Kelci Walkden,USA,Orange Choco,03/02/2022,1379.0,138,Low
Gigi Bohling,Australia,Caramel Stuffed Bars,08/07/2022,8001.0,151,High
Mallorie Waber,India,50% Dark Bites,31/05/2022,588.0,139,Low
Van Tuxwell,New Zealand,Mint Chip Choco,27/06/2022,4046.0,103,Low
Van Tuxwell,India,50% Dark Bites,13/05/2022,5103.0,129,High
Van Tuxwell,USA,Manuka Honey Choco,31/05/2022,2317.0,102,Low
Wilone O'Kielt,USA,Orange Choco,28/02/2022,7042.0,37,High
Barr Faughny,New Zealand,Eclairs,28/03/2022,6713.0,31,High
Gigi Bohling,USA,After Nines,14/01/2022,1848.0,227,Low
Barr Faughny,New Zealand,Mint Chip Choco,21/02/2022,6440.0,145,High
Dennison Crosswaite,Canada,85% Dark Bars,01/08/2022,10885.0,90,High
Beverie Moffet,New Zealand,Smooth Sliky Salty,19/05/2022,2387.0,59,Low
Husein Augar,USA,White Choc,13/07/2022,2030.0,60,Low
Andria Kimpton,Australia,Peanut Butter Cubes,20/04/2022,6678.0,148,High
Dennison Crosswaite,India,85% Dark Bars,30/06/2022,4515.0,22,Low
Curtice Advani,UK,50% Dark Bites,08/03/2022,3374.0,142,Low
Gunar Cockshoot,USA,Fruit & Nut Bars,09/03/2022,5852.0,93,High
Oby Sorrel,Canada,Raspberry Choco,16/06/2022,1750.0,208,Low
Gigi Bohling,UK,Drinking Coco,30/06/2022,5782.0,42,High
Kelci Walkden,India,Mint Chip Choco,28/07/2022,2870.0,120,Low
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/08/2022,3094.0,159,Low
Barr Faughny,UK,Mint Chip Choco,07/07/2022,3724.0,316,Low
Barr Faughny,USA,85% Dark Bars,25/08/2022,12761.0,47,High
Husein Augar,Canada,Eclairs,17/01/2022,3696.0,233,Low
Jan Morforth,Australia,70% Dark Bites,04/03/2022,5222.0,384,High
Marney O'Breen,New Zealand,Fruit & Nut Bars,25/08/2022,8939.0,4,High
Ches Bonnell,UK,Peanut Butter Cubes,15/04/2022,2156.0,260,Low
Kaine Padly,USA,Organic Choco Syrup,11/03/2022,2380.0,22,Low
Camilla Castle,USA,Raspberry Choco,20/05/2022,3339.0,18,Low
Brien Boise,New Zealand,Manuka Honey Choco,14/06/2022,14980.0,42,High
Jehu Rudeforth,New Zealand,After Nines,14/04/2022,1512.0,73,Low
Jehu Rudeforth,USA,Smooth Sliky Salty,07/07/2022,6657.0,154,High
Madelene Upcott,India,Mint Chip Choco,24/08/2022,3836.0,71,Low
Jehu Rudeforth,India,Eclairs,24/02/2022,8771.0,127,High
Karlen McCaffrey,Canada,Raspberry Choco,09/05/2022,651.0,224,Low
Kaine Padly,Australia,70% Dark Bites,08/02/2022,6706.0,223,High
Roddy Speechley,UK,70% Dark Bites,24/03/2022,1421.0,284,Low
Rafaelita Blaksland,USA,Drinking Coco,20/06/2022,8526.0,73,High
Mallorie Waber,Canada,Manuka Honey Choco,07/03/2022,1435.0,112,Low
Kaine Padly,Australia,Fruit & Nut Bars,20/06/2022,7434.0,85,High
Oby Sorrel,New Zealand,Organic Choco Syrup,17/02/2022,15316.0,270,High
Madelene Upcott,UK,99% Dark & Pure,26/01/2022,10479.0,45,High
Madelene Upcott,Australia,Mint Chip Choco,02/05/2022,2751.0,153,Low
Curtice Advani,Canada,99% Dark & Pure,07/07/2022,12586.0,7,High
Rafaelita Blaksland,Australia,Baker's Choco Chips,22/08/2022,2786.0,51,Low
Karlen McCaffrey,Australia,After Nines,11/08/2022,2303.0,67,Low
Marney O'Breen,UK,99% Dark & Pure,13/01/2022,8113.0,194,High
Gunar Cockshoot,Australia,50% Dark Bites,02/03/2022,12271.0,116,High
Marney O'Breen,Australia,Choco Coated Almonds,27/07/2022,11298.0,41,High
Kelci Walkden,New Zealand,Drinking Coco,10/03/2022,15855.0,111,High
Beverie Moffet,USA,85% Dark Bars,23/08/2022,12404.0,334,High
Roddy Speechley,USA,Eclairs,25/04/2022,3990.0,155,Low
Dennison Crosswaite,UK,Milk Bars,07/03/2022,10808.0,407,High
Wilone O'Kielt,UK,Organic Choco Syrup,12/07/2022,4858.0,52,Low
Madelene Upcott,USA,Orange Choco,16/05/2022,7742.0,138,High
Gunar Cockshoot,India,Smooth Sliky Salty,02/03/2022,3752.0,70,Low
Marney O'Breen,New Zealand,85% Dark Bars,30/05/2022,1218.0,149,Low
Marney O'Breen,UK,Manuka Honey Choco,10/06/2022,10983.0,179,High
Brien Boise,USA,99% Dark & Pure,25/07/2022,6769.0,353,High
Beverie Moffet,New Zealand,Mint Chip Choco,09/06/2022,4361.0,97,Low
Dennison Crosswaite,USA,Milk Bars,12/05/2022,777.0,60,Low
Gunar Cockshoot,USA,Drinking Coco,09/05/2022,3843.0,5,Low
Brien Boise,Canada,Manuka Honey Choco,09/08/2022,6930.0,182,High
Van Tuxwell,India,Choco Coated Almonds,13/04/2022,5733.0,114,High
Andria Kimpton,USA,Caramel Stuffed Bars,02/05/2022,8393.0,46,High
Dotty Strutley,USA,99% Dark & Pure,09/08/2022,3822.0,320,Low
Camilla Castle,Australia,Raspberry Choco,23/08/2022,6342.0,178,High
Gunar Cockshoot,India,Spicy Special Slims,13/05/2022,6510.0,170,High
Karlen McCaffrey,USA,Manuka Honey Choco,01/02/2022,10171.0,67,High
Camilla Castle,USA,50% Dark Bites,23/06/2022,5908.0,301,High
Madelene Upcott,UK,Choco Coated Almonds,24/05/2022,10164.0,134,High
Jan Morforth,Canada,Mint Chip Choco,01/04/2022,1064.0,211,Low
Camilla Castle,Canada,70% Dark Bites,27/07/2022,9716.0,151,High
Ches Bonnell,India,Peanut Butter Cubes,27/01/2022,22050.0,208,High
Jan Morforth,India,Choco Coated Almonds,12/08/2022,2541.0,134,Low
Gigi Bohling,Canada,Almond Choco,01/02/2022,9989.0,49,High
Rafaelita Blaksland,India,After Nines,02/03/2022,4739.0,204,Low
Kelci Walkden,Australia,99% Dark & Pure,30/06/2022,3185.0,34,Low
Dotty Strutley,Australia,Spicy Special Slims,17/01/2022,8225.0,91,High
Brien Boise,USA,Milk Bars,07/07/2022,14301.0,130,High
Mallorie Waber,New Zealand,Mint Chip Choco,31/01/2022,1316.0,107,Low
Beverie Moffet,UK,99% Dark & Pure,10/08/2022,3486.0,121,Low
Beverie Moffet,USA,Peanut Butter Cubes,18/08/2022,13930.0,339,High
Brien Boise,New Zealand,White Choc,15/06/2022,5509.0,321,High
Marney O'Breen,USA,Baker's Choco Chips,26/01/2022,8470.0,9,High
Kelci Walkden,USA,Spicy Special Slims,29/04/2022,77.0,69,Low
Mallorie Waber,Canada,White Choc,03/03/2022,3381.0,72,Low
Kaine Padly,Australia,Almond Choco,22/02/2022,4102.0,392,Low
Oby Sorrel,USA,Smooth Sliky Salty,04/03/2022,3577.0,158,Low
Dennison Crosswaite,India,Smooth Sliky Salty,07/07/2022,2975.0,9,Low
Camilla Castle,New Zealand,Caramel Stuffed Bars,17/06/2022,4137.0,347,Low
Jan Morforth,Canada,Caramel Stuffed Bars,02/08/2022,9541.0,114,High
Oby Sorrel,USA,Baker's Choco Chips,12/08/2022,8001.0,120,High
Madelene Upcott,New Zealand,Peanut Butter Cubes,28/01/2022,5152.0,333,High
Kelci Walkden,Australia,Orange Choco,29/04/2022,11116.0,432,High
Marney O'Breen,Australia,Manuka Honey Choco,05/04/2022,13076.0,236,High
Kaine Padly,Canada,Manuka Honey Choco,18/01/2022,10213.0,135,High
Jehu Rudeforth,UK,Baker's Choco Chips,16/05/2022,2485.0,97,Low
Kelci Walkden,Australia,White Choc,24/08/2022,8715.0,168,High
Curtice Advani,India,85% Dark Bars,18/01/2022,273.0,402,Low
Kaine Padly,USA,Eclairs,22/08/2022,7623.0,10,High
Gunar Cockshoot,UK,99% Dark & Pure,07/03/2022,7.0,84,Low
Beverie Moffet,UK,Choco Coated Almonds,04/03/2022,3010.0,69,Low
Dotty Strutley,Canada,Manuka Honey Choco,22/04/2022,11550.0,111,High
Kaine Padly,Australia,Milk Bars,09/06/2022,4046.0,89,Low
Jan Morforth,Canada,Fruit & Nut Bars,25/07/2022,8904.0,199,High
Jan Morforth,India,Smooth Sliky Salty,03/08/2022,11298.0,89,High
Rafaelita Blaksland,Australia,Manuka Honey Choco,03/08/2022,4396.0,131,Low
Jehu Rudeforth,UK,Milk Bars,03/05/2022,12068.0,227,High
Husein Augar,Canada,After Nines,19/01/2022,9772.0,301,High
Roddy Speechley,USA,50% Dark Bites,11/02/2022,10458.0,316,High
Van Tuxwell,India,Almond Choco,14/06/2022,6426.0,390,High
Kelci Walkden,USA,50% Dark Bites,23/03/2022,6188.0,223,High
Madelene Upcott,Canada,85% Dark Bars,17/02/2022,7504.0,101,High
Dennison Crosswaite,Canada,Smooth Sliky Salty,17/03/2022,1750.0,479,Low
Mallorie Waber,Australia,Spicy Special Slims,29/06/2022,5439.0,287,High
Ches Bonnell,Canada,Choco Coated Almonds,24/08/2022,15547.0,269,High
Gigi Bohling,Canada,Spicy Special Slims,04/07/2022,11956.0,277,High
Roddy Speechley,New Zealand,Almond Choco,28/03/2022,2723.0,67,Low
Curtice Advani,India,Smooth Sliky Salty,19/04/2022,19327.0,135,High
Ches Bonnell,New Zealand,Mint Chip Choco,18/01/2022,9058.0,229,High
Van Tuxwell,New Zealand,Fruit & Nut Bars,17/01/2022,2996.0,88,Low
Andria Kimpton,New Zealand,Mint Chip Choco,15/02/2022,8848.0,211,High
Andria Kimpton,UK,Milk Bars,11/02/2022,14336.0,293,High
Camilla Castle,USA,Manuka Honey Choco,21/03/2022,16401.0,179,High
Gunar Cockshoot,New Zealand,Almond Choco,05/01/2022,5173.0,129,High
Brien Boise,India,Raspberry Choco,30/05/2022,6328.0,164,High
Jehu Rudeforth,USA,99% Dark & Pure,04/01/2022,2534.0,219,Low
Beverie Moffet,Australia,Fruit & Nut Bars,22/04/2022,1435.0,258,Low
Gigi Bohling,Canada,Milk Bars,10/02/2022,3052.0,116,Low
Dotty Strutley,India,Spicy Special Slims,12/08/2022,910.0,204,Low
Gunar Cockshoot,USA,Organic Choco Syrup,10/08/2022,2331.0,321,Low
Kelci Walkden,Australia,Raspberry Choco,07/06/2022,679.0,56,Low
Jehu Rudeforth,India,Baker's Choco Chips,06/06/2022,2086.0,74,Low
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05/04/2022,5012.0,189,High
Wilone O'Kielt,USA,50% Dark Bites,18/04/2022,4501.0,131,Low
Andria Kimpton,India,50% Dark Bites,31/01/2022,13482.0,15,High
Madelene Upcott,USA,Baker's Choco Chips,22/08/2022,5621.0,140,High
Jehu Rudeforth,Australia,99% Dark & Pure,25/02/2022,10486.0,198,High
Jan Morforth,Australia,Mint Chip Choco,22/02/2022,17626.0,103,High
Oby Sorrel,New Zealand,Milk Bars,12/01/2022,4494.0,187,Low
Brien Boise,UK,Almond Choco,25/05/2022,105.0,125,Low
Kelci Walkden,India,Smooth Sliky Salty,01/02/2022,2464.0,8,Low
Rafaelita Blaksland,UK,Eclairs,27/04/2022,1379.0,70,Low
Gigi Bohling,USA,Smooth Sliky Salty,22/07/2022,2583.0,126,Low
Curtice Advani,New Zealand,Mint Chip Choco,26/01/2022,3220.0,265,Low
Curtice Advani,USA,Mint Chip Choco,24/08/2022,4802.0,296,Low
Madelene Upcott,New Zealand,Fruit & Nut Bars,18/01/2022,5677.0,21,High
Karlen McCaffrey,India,85% Dark Bars,30/03/2022,945.0,83,Low
Ches Bonnell,Australia,Caramel Stuffed Bars,17/01/2022,8757.0,162,High
Kelci Walkden,USA,Fruit & Nut Bars,17/02/2022,4816.0,145,Low
Kelci Walkden,Canada,Peanut Butter Cubes,08/04/2022,7532.0,44,High
Gigi Bohling,Canada,Drinking Coco,06/07/2022,3549.0,82,Low
Husein Augar,India,Fruit & Nut Bars,04/04/2022,4340.0,226,Low
Jan Morforth,New Zealand,Organic Choco Syrup,02/03/2022,1799.0,207,Low
Gigi Bohling,New Zealand,Raspberry Choco,09/08/2022,1127.0,176,Low
Dennison Crosswaite,Australia,Milk Bars,09/06/2022,10038.0,286,High
Ches Bonnell,UK,Caramel Stuffed Bars,02/06/2022,2926.0,300,Low
Van Tuxwell,USA,Fruit & Nut Bars,05/07/2022,6279.0,235,High
Andria Kimpton,Canada,Eclairs,11/08/2022,308.0,125,Low
Madelene Upcott,India,Choco Coated Almonds,11/02/2022,3500.0,145,Low
Kelci Walkden,New Zealand,Spicy Special Slims,11/08/2022,658.0,65,Low
Roddy Speechley,Australia,Drinking Coco,12/05/2022,12565.0,102,High
Wilone O'Kielt,USA,Milk Bars,15/07/2022,5012.0,93,High
Andria Kimpton,India,Organic Choco Syrup,18/01/2022,3955.0,134,Low
Madelene Upcott,UK,Fruit & Nut Bars,05/01/2022,8512.0,189,High
Curtice Advani,Australia,50% Dark Bites,29/06/2022,504.0,232,Low
Brien Boise,Canada,Raspberry Choco,14/06/2022,2800.0,45,Low
Gunar Cockshoot,India,Mint Chip Choco,08/08/2022,4256.0,67,Low
Dennison Crosswaite,India,Mint Chip Choco,23/03/2022,13573.0,138,High
Barr Faughny,India,Caramel Stuffed Bars,04/01/2022,6566.0,99,High
Brien Boise,India,Milk Bars,22/02/2022,13503.0,251,High
Beverie Moffet,UK,Spicy Special Slims,17/02/2022,8680.0,252,High
Barr Faughny,USA,Almond Choco,03/02/2022,385.0,78,Low
Van Tuxwell,Canada,Raspberry Choco,17/03/2022,1267.0,130,Low
Wilone O'Kielt,Australia,Baker's Choco Chips,25/01/2022,2961.0,154,Low
Brien Boise,Australia,Milk Bars,27/07/2022,1981.0,52,Low
Husein Augar,Australia,Fruit & Nut Bars,28/01/2022,7959.0,53,High
Madelene Upcott,Australia,Organic Choco Syrup,05/07/2022,10794.0,50,High
Van Tuxwell,India,White Choc,15/03/2022,1897.0,44,Low
Gunar Cockshoot,Canada,After Nines,04/08/2022,2744.0,200,Low
Jan Morforth,USA,Fruit & Nut Bars,27/06/2022,4382.0,361,Low
Jan Morforth,Canada,After Nines,13/07/2022,4515.0,172,Low
Barr Faughny,New Zealand,Manuka Honey Choco,24/02/2022,5474.0,239,High
Karlen McCaffrey,New Zealand,85% Dark Bars,28/06/2022,6069.0,55,High
Oby Sorrel,Australia,85% Dark Bars,30/06/2022,6944.0,27,High
Curtice Advani,Canada,Choco Coated Almonds,18/08/2022,5859.0,7,High
Kaine Padly,India,70% Dark Bites,24/01/2022,12173.0,301,High
Beverie Moffet,USA,White Choc,11/03/2022,5292.0,134,High
Ches Bonnell,New Zealand,After Nines,23/06/2022,5705.0,350,High
Husein Augar,India,Spicy Special Slims,22/08/2022,2492.0,33,Low
Gunar Cockshoot,Canada,50% Dark Bites,04/01/2022,3024.0,23,Low
Curtice Advani,India,Milk Bars,05/04/2022,3437.0,201,Low
Beverie Moffet,India,Milk Bars,15/04/2022,1869.0,323,Low
Husein Augar,Australia,White Choc,11/05/2022,3171.0,220,Low
Andria Kimpton,Canada,Manuka Honey Choco,21/07/2022,4858.0,488,Low
Jan Morforth,New Zealand,Orange Choco,11/02/2022,1225.0,84,Low
Andria Kimpton,Canada,Smooth Sliky Salty,08/07/2022,1155.0,79,Low
Gunar Cockshoot,UK,Raspberry Choco,11/08/2022,6811.0,344,High
Husein Augar,New Zealand,After Nines,04/08/2022,6433.0,7,High
Andria Kimpton,New Zealand,Orange Choco,14/06/2022,8169.0,88,High
Dennison Crosswaite,UK,Baker's Choco Chips,17/01/2022,2275.0,275,Low
Jehu Rudeforth,Canada,Orange Choco,23/06/2022,3857.0,512,Low
Jehu Rudeforth,UK,Smooth Sliky Salty,24/08/2022,1463.0,113,Low
Andria Kimpton,UK,Caramel Stuffed Bars,07/06/2022,7924.0,275,High
Jan Morforth,UK,White Choc,22/06/2022,8799.0,47,High
Dotty Strutley,USA,Fruit & Nut Bars,13/07/2022,2898.0,276,Low
Kelci Walkden,UK,Choco Coated Almonds,24/05/2022,9506.0,212,High
Gunar Cockshoot,New Zealand,After Nines,09/08/2022,7175.0,145,High
Kaine Padly,Canada,85% Dark Bars,06/04/2022,1729.0,31,Low
Jan Morforth,New Zealand,Manuka Honey Choco,28/07/2022,1589.0,271,Low
Gunar Cockshoot,New Zealand,Raspberry Choco,24/08/2022,630.0,52,Low
Van Tuxwell,Australia,99% Dark & Pure,17/01/2022,112.0,128,Low
Curtice Advani,USA,Drinking Coco,07/02/2022,5187.0,142,High
Brien Boise,Australia,Spicy Special Slims,09/05/2022,6223.0,256,High
Mallorie Waber,New Zealand,85% Dark Bars,06/06/2022,7714.0,106,High
Wilone O'Kielt,USA,Choco Coated Almonds,06/06/2022,9457.0,6,High
Beverie Moffet,New Zealand,Organic Choco Syrup,24/05/2022,6678.0,226,High
Gunar Cockshoot,UK,50% Dark Bites,13/01/2022,2107.0,121,Low
Marney O'Breen,USA,Raspberry Choco,23/05/2022,6069.0,151,High
Jehu Rudeforth,UK,White Choc,29/06/2022,1862.0,284,Low
Jehu Rudeforth,New Zealand,85% Dark Bars,11/03/2022,6972.0,89,High
Dotty Strutley,USA,85% Dark Bars,25/04/2022,10220.0,508,High
Rafaelita Blaksland,Australia,Smooth Sliky Salty,30/05/2022,3969.0,243,Low
Curtice Advani,India,Manuka Honey Choco,23/05/2022,1547.0,170,Low
Mallorie Waber,USA,Peanut Butter Cubes,23/05/2022,1162.0,18,Low
Van Tuxwell,Canada,Peanut Butter Cubes,24/06/2022,6342.0,282,High
Kelci Walkden,New Zealand,Smooth Sliky Salty,11/03/2022,10633.0,277,High
Rafaelita Blaksland,USA,Smooth Sliky Salty,27/07/2022,15057.0,212,High
Rafaelita Blaksland,USA,White Choc,16/08/2022,4704.0,126,Low
Roddy Speechley,Canada,Smooth Sliky Salty,07/03/2022,9338.0,11,High
Curtice Advani,New Zealand,After Nines,05/04/2022,7959.0,30,High
Camilla Castle,India,85% Dark Bars,04/05/2022,9023.0,51,High
Ches Bonnell,USA,Choco Coated Almonds,04/01/2022,14525.0,92,High
Marney O'Breen,Australia,Baker's Choco Chips,13/01/2022,5810.0,101,High
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,11/07/2022,6426.0,98,High
Kaine Padly,Australia,Mint Chip Choco,17/05/2022,4403.0,159,Low
